Date-Time,Year,Month,Day,Data_Quality,Max_Temp ,Max_Temp_Flag,Min_Temp ,Min_Temp_Flag,Mean_Temp,Mean_Temp_Flag,Heat_Deg_Days,Heat_Deg_Days_Flag,Cool_Deg_Days,Cool_Deg_Days_Flag,Total_Rain,Total_Rain_Flag,Total_Snow,Total_Snow_Flag,Total_Precip,Total_Precip_Flag,Snow_on_Grnd,Snow_on_Grnd_Flag,Dir_of_Max_Gust,Dir_of_Max_Gust_Flag,Spd_of_Max_Gust,Spd_of_Max_Gust_Flag
1922-05-23,1922,5,23,,23.9,,9.4,,16.7,,1.3,,0,,0,,0,,0,,,,,,,
1922-05-24,1922,5,24,,23.9,,8.9,,16.4,,1.6,,0,,0,T,0,,0,T,,,,,,
1922-05-25,1922,5,25,,24.4,,13.3,,18.9,,0,,0.9,,7.1,,0,,7.1,,,,,,,
1922-05-26,1922,5,26,,25.6,,11.1,,18.4,,0,,0.4,,0,,0,,0,,,,,,,
1922-05-27,1922,5,27,,20.6,,11.7,,16.2,,1.8,,0,,0,,0,,0,,,,,,,
1922-05-28,1922,5,28,,23.9,,6.7,,15.3,,2.7,,0,,0,,0,,0,,,,,,,
1922-05-29,1922,5,29,,26.1,,9.4,,17.8,,0.2,,0,,0,,0,,0,,,,,,,
1922-05-30,1922,5,30,,26.1,,10.6,,18.4,,0,,0.4,,0,,0,,0,,,,,,,
1922-05-31,1922,5,31,,26.7,,12.2,,19.5,,0,,1.5,,0,,0,,0,,,,,,,
1922-06-01,1922,6,1,,23.9,,13.3,,18.6,,0,,0.6,,1.3,,0,,1.3,,,,,,,
1922-06-02,1922,6,2,,21.1,,12.8,,17,,1,,0,,1.3,,0,,1.3,,,,,,,
1922-06-03,1922,6,3,,23.3,,13.9,,18.6,,0,,0.6,,0,T,0,,0,T,,,,,,
1922-06-04,1922,6,4,,27.2,,11.1,,19.2,,0,,1.2,,0,,0,,0,,,,,,,
1922-06-05,1922,6,5,,25,,13.3,,19.2,,0,,1.2,,0,T,0,,0,T,,,,,,
1922-06-06,1922,6,6,,26.7,,15.6,,21.2,,0,,3.2,,0,,0,,0,,,,,,,
1922-06-07,1922,6,7,,32.8,,15,,23.9,,0,,5.9,,0,,0,,0,,,,,,,
1922-06-08,1922,6,8,,30.6,,17.2,,23.9,,0,,5.9,,0,,0,,0,,,,,,,
1922-06-09,1922,6,9,,29.4,,18.3,,23.9,,0,,5.9,,34.8,,0,,34.8,,,,,,,
1922-06-10,1922,6,10,,23.9,,16.7,,20.3,,0,,2.3,,11.9,,0,,11.9,,,,,,,
1922-06-11,1922,6,11,,26.7,,16.1,,21.4,,0,,3.4,,15.2,,0,,15.2,,,,,,,
1922-06-12,1922,6,12,,22.2,,11.7,,17,,1,,0,,0,,0,,0,,,,,,,
1922-06-13,1922,6,13,,17.2,,7.2,,12.2,,5.8,,0,,0,,0,,0,,,,,,,
1922-06-14,1922,6,14,,23.9,,9.4,,16.7,,1.3,,0,,0,,0,,0,,,,,,,
1922-06-15,1922,6,15,,23.9,,13.9,,18.9,,0,,0.9,,0,,0,,0,,,,,,,
1922-06-16,1922,6,16,,19.4,,12.8,,16.1,,1.9,,0,,36.8,,0,,36.8,,,,,,,
1922-06-17,1922,6,17,,27.8,,12.8,,20.3,,0,,2.3,,16,,0,,16,,,,,,,
1922-06-18,1922,6,18,,21.7,,16.1,,18.9,,0,,0.9,,0,,0,,0,,,,,,,
1922-06-19,1922,6,19,,21.7,,13.9,,17.8,,0.2,,0,,0,,0,,0,,,,,,,
1922-06-20,1922,6,20,,25,,12.2,,18.6,,0,,0.6,,0,,0,,0,,,,,,,
1922-06-21,1922,6,21,,25.6,,15.6,,20.6,,0,,2.6,,0,,0,,0,,,,,,,
1922-06-22,1922,6,22,,23.9,,12.8,,18.4,,0,,0.4,,3,,0,,3,,,,,,,
1922-06-23,1922,6,23,,28.9,,12.8,,20.9,,0,,2.9,,0,,0,,0,,,,,,,
1922-06-24,1922,6,24,,31.7,,16.7,,24.2,,0,,6.2,,0,,0,,0,,,,,,,
1922-06-25,1922,6,25,,27.8,,12.2,,20,,0,,2,,0,,0,,0,,,,,,,
1922-06-26,1922,6,26,,20,,7.2,,13.6,,4.4,,0,,0,,0,,0,,,,,,,
1922-06-27,1922,6,27,,18.9,,10,,14.5,,3.5,,0,,3.8,,0,,3.8,,,,,,,
1922-06-28,1922,6,28,,25,,13.9,,19.5,,0,,1.5,,0,,0,,0,,,,,,,
1922-06-29,1922,6,29,,28.3,,16.7,,22.5,,0,,4.5,,0,,0,,0,,,,,,,
1922-06-30,1922,6,30,,28.3,,13.9,,21.1,,0,,3.1,,0.8,,0,,0.8,,,,,,,
1922-07-01,1922,7,1,,27.2,,17.8,,22.5,,0,,4.5,,29.7,,0,,29.7,,,,,,,
1922-07-02,1922,7,2,,27.8,,18.3,,23.1,,0,,5.1,,0,,0,,0,,,,,,,
1922-07-03,1922,7,3,,22.8,,16.7,,19.8,,0,,1.8,,0.5,,0,,0.5,,,,,,,
1922-07-04,1922,7,4,,21.7,,12.2,,17,,1,,0,,0,,0,,0,,,,,,,
1922-07-05,1922,7,5,,25,,11.7,,18.4,,0,,0.4,,0,,0,,0,,,,,,,
1922-07-06,1922,7,6,,26.7,,10,,18.4,,0,,0.4,,0,,0,,0,,,,,,,
1922-07-07,1922,7,7,,27.8,,14.4,,21.1,,0,,3.1,,6.6,,0,,6.6,,,,,,,
1922-07-08,1922,7,8,,23.3,,12.2,,17.8,,0.2,,0,,0,,0,,0,,,,,,,
1922-07-09,1922,7,9,,25.6,,12.8,,19.2,,0,,1.2,,0,,0,,0,,,,,,,
1922-07-10,1922,7,10,,30.6,,16.1,,23.4,,0,,5.4,,0,T,0,,0,T,,,,,,
1922-07-11,1922,7,11,,30.6,,20,,25.3,,0,,7.3,,2.5,,0,,2.5,,,,,,,
1922-07-12,1922,7,12,,27.2,,17.8,,22.5,,0,,4.5,,0.8,,0,,0.8,,,,,,,
1922-07-13,1922,7,13,,26.7,,16.1,,21.4,,0,,3.4,,0,,0,,0,,,,,,,
1922-07-14,1922,7,14,,27.8,,15.6,,21.7,,0,,3.7,,0,,0,,0,,,,,,,
1922-07-15,1922,7,15,,28.3,,13.3,,20.8,,0,,2.8,,0,,0,,0,,,,,,,
1922-07-16,1922,7,16,,29.4,,16.1,,22.8,,0,,4.8,,0,,0,,0,,,,,,,
1922-07-17,1922,7,17,,27.2,,20.6,,23.9,,0,,5.9,,13,,0,,13,,,,,,,
1922-07-18,1922,7,18,,27.2,,17.2,,22.2,,0,,4.2,,2.3,,0,,2.3,,,,,,,
1922-07-19,1922,7,19,,25.6,,12.8,,19.2,,0,,1.2,,0,,0,,0,,,,,,,
1922-07-20,1922,7,20,,26.7,,11.7,,19.2,,0,,1.2,,0,,0,,0,,,,,,,
1922-07-21,1922,7,21,,28.3,,13.9,,21.1,,0,,3.1,,0,,0,,0,,,,,,,
1922-07-22,1922,7,22,,28.9,,14.4,,21.7,,0,,3.7,,2.8,,0,,2.8,,,,,,,
1922-07-23,1922,7,23,,25,,19.4,,22.2,,0,,4.2,,14.7,,0,,14.7,,,,,,,
1922-07-24,1922,7,24,,24.4,,17.2,,20.8,,0,,2.8,,0,,0,,0,,,,,,,
1922-07-25,1922,7,25,,24.4,,14.4,,19.4,,0,,1.4,,0,,0,,0,,,,,,,
1922-07-26,1922,7,26,,26.1,,13.9,,20,,0,,2,,0,,0,,0,,,,,,,
1922-07-27,1922,7,27,,28.9,,14.4,,21.7,,0,,3.7,,0,,0,,0,,,,,,,
1922-07-28,1922,7,28,,27.8,,15,,21.4,,0,,3.4,,0,,0,,0,,,,,,,
1922-07-29,1922,7,29,,25,,12.8,,18.9,,0,,0.9,,0,,0,,0,,,,,,,
1922-07-30,1922,7,30,,29.4,,12.8,,21.1,,0,,3.1,,0,T,0,,0,T,,,,,,
1922-07-31,1922,7,31,,23.3,,16.7,,20,,0,,2,,2.5,,0,,2.5,,,,,,,
1922-08-01,1922,8,1,,26.7,,16.7,,21.7,,0,,3.7,,0,,0,,0,,,,,,,
1922-08-02,1922,8,2,,27.8,,15.6,,21.7,,0,,3.7,,3,,0,,3,,,,,,,
1922-08-03,1922,8,3,,28.3,,15,,21.7,,0,,3.7,,2.5,,0,,2.5,,,,,,,
1922-08-04,1922,8,4,,27.8,,14.4,,21.1,,0,,3.1,,0,,0,,0,,,,,,,
1922-08-05,1922,8,5,,26.1,,13.9,,20,,0,,2,,0,,0,,0,,,,,,,
1922-08-06,1922,8,6,,23.3,,13.9,,18.6,,0,,0.6,,24.4,,0,,24.4,,,,,,,
1922-08-07,1922,8,7,,26.7,,18.3,,22.5,,0,,4.5,,0.3,,0,,0.3,,,,,,,
1922-08-08,1922,8,8,,21.7,,10,,15.9,,2.1,,0,,0,,0,,0,,,,,,,
1922-08-09,1922,8,9,,21.7,,9.4,,15.6,,2.4,,0,,0,,0,,0,,,,,,,
1922-08-10,1922,8,10,,24.4,,10.6,,17.5,,0.5,,0,,0,,0,,0,,,,,,,
1922-08-11,1922,8,11,,26.1,,11.1,,18.6,,0,,0.6,,0,,0,,0,,,,,,,
1922-08-12,1922,8,12,,27.8,,14.4,,21.1,,0,,3.1,,0,,0,,0,,,,,,,
1922-08-13,1922,8,13,,28.3,,14.4,,21.4,,0,,3.4,,0,,0,,0,,,,,,,
1922-08-14,1922,8,14,,31.1,,15.6,,23.4,,0,,5.4,,0,,0,,0,,,,,,,
1922-08-15,1922,8,15,,31.1,,16.7,,23.9,,0,,5.9,,0,,0,,0,,,,,,,
1922-08-16,1922,8,16,,33.9,,16.7,,25.3,,0,,7.3,,2,,0,,2,,,,,,,
1922-08-17,1922,8,17,,30.6,,20,,25.3,,0,,7.3,,0,,0,,0,,,,,,,
1922-08-18,1922,8,18,,31.7,,20,,25.9,,0,,7.9,,0,,0,,0,,,,,,,
1922-08-19,1922,8,19,,23.3,,13.3,,18.3,,0,,0.3,,0,,0,,0,,,,,,,
1922-08-20,1922,8,20,,22.8,,12.2,,17.5,,0.5,,0,,0,,0,,0,,,,,,,
1922-08-21,1922,8,21,,24.4,,10.6,,17.5,,0.5,,0,,0,,0,,0,,,,,,,
1922-08-22,1922,8,22,,28.9,,16.7,,22.8,,0,,4.8,,0,T,0,,0,T,,,,,,
1922-08-23,1922,8,23,,29.4,,18.3,,23.9,,0,,5.9,,0.3,,0,,0.3,,,,,,,
1922-08-24,1922,8,24,,29.4,,21.1,,25.3,,0,,7.3,,0,T,0,,0,T,,,,,,
1922-08-25,1922,8,25,,26.1,,18.9,,22.5,,0,,4.5,,0.8,,0,,0.8,,,,,,,
1922-08-26,1922,8,26,,24.4,,12.8,,18.6,,0,,0.6,,0,,0,,0,,,,,,,
1922-08-27,1922,8,27,,23.9,,12.2,,18.1,,0,,0.1,,0,,0,,0,,,,,,,
1922-08-28,1922,8,28,,23.9,,8.9,,16.4,,1.6,,0,,0,,0,,0,,,,,,,
1922-08-29,1922,8,29,,24.4,,12.8,,18.6,,0,,0.6,,4.1,,0,,4.1,,,,,,,
1922-08-30,1922,8,30,,24.4,,10,,17.2,,0.8,,0,,0,,0,,0,,,,,,,
1922-08-31,1922,8,31,,26.1,,12.2,,19.2,,0,,1.2,,0,,0,,0,,,,,,,
1922-09-01,1922,9,1,,22.2,,12.2,,17.2,,0.8,,0,,0,T,0,,0,T,,,,,,
1922-09-02,1922,9,2,,27.8,,17.2,,22.5,,0,,4.5,,0,,0,,0,,,,,,,
1922-09-03,1922,9,3,,30,,19.4,,24.7,,0,,6.7,,0,,0,,0,,,,,,,
1922-09-04,1922,9,4,,26.7,,17.2,,22,,0,,4,,0,,0,,0,,,,,,,
1922-09-05,1922,9,5,,33.9,,16.7,,25.3,,0,,7.3,,1.3,,0,,1.3,,,,,,,
1922-09-06,1922,9,6,,26.1,,14.4,,20.3,,0,,2.3,,2,,0,,2,,,,,,,
1922-09-07,1922,9,7,,22.2,,13.9,,18.1,,0,,0.1,,0,,0,,0,,,,,,,
1922-09-08,1922,9,8,,29.4,,18.3,,23.9,,0,,5.9,,1.5,,0,,1.5,,,,,,,
1922-09-09,1922,9,9,,29.4,,19.4,,24.4,,0,,6.4,,0,T,0,,0,T,,,,,,
1922-09-10,1922,9,10,,30.6,,20.6,,25.6,,0,,7.6,,33,,0,,33,,,,,,,
1922-09-11,1922,9,11,,24.4,,15,,19.7,,0,,1.7,,24.1,,0,,24.1,,,,,,,
1922-09-12,1922,9,12,,20.6,,10,,15.3,,2.7,,0,,0,,0,,0,,,,,,,
1922-09-13,1922,9,13,,22.8,,11.1,,17,,1,,0,,0.5,,0,,0.5,,,,,,,
1922-09-14,1922,9,14,,16.7,,12.8,,14.8,,3.2,,0,,4.8,,0,,4.8,,,,,,,
1922-09-15,1922,9,15,,19.4,,11.1,,15.3,,2.7,,0,,5.1,,0,,5.1,,,,,,,
1922-09-16,1922,9,16,,20,,8.9,,14.5,,3.5,,0,,0,,0,,0,,,,,,,
1922-09-17,1922,9,17,,16.7,,7.8,,12.3,,5.7,,0,,0,,0,,0,,,,,,,
1922-09-18,1922,9,18,,15.6,,7.8,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
1922-09-19,1922,9,19,,17.2,,13.3,,15.3,,2.7,,0,,3.6,,0,,3.6,,,,,,,
1922-09-20,1922,9,20,,20,,10,,15,,3,,0,,0,T,0,,0,T,,,,,,
1922-09-21,1922,9,21,,22.2,,7.8,,15,,3,,0,,0,,0,,0,,,,,,,
1922-09-22,1922,9,22,,26.1,,8.9,,17.5,,0.5,,0,,0,,0,,0,,,,,,,
1922-09-23,1922,9,23,,27.2,,11.7,,19.5,,0,,1.5,,0,,0,,0,,,,,,,
1922-09-24,1922,9,24,,20.6,,10.6,,15.6,,2.4,,0,,0,,0,,0,,,,,,,
1922-09-25,1922,9,25,,14.4,,2.8,,8.6,,9.4,,0,,0,,0,,0,,,,,,,
1922-09-26,1922,9,26,,17.2,,1.7,,9.5,,8.5,,0,,0,,0,,0,,,,,,,
1922-09-27,1922,9,27,,22.8,,7.2,,15,,3,,0,,0,,0,,0,,,,,,,
1922-09-28,1922,9,28,,22.8,,8.9,,15.9,,2.1,,0,,0,,0,,0,,,,,,,
1922-09-29,1922,9,29,,25,,10,,17.5,,0.5,,0,,0,,0,,0,,,,,,,
1922-09-30,1922,9,30,,25,,9.4,,17.2,,0.8,,0,,0,,0,,0,,,,,,,
1922-10-01,1922,10,1,,25.6,,10.6,,18.1,,0,,0.1,,0,T,0,,0,T,,,,,,
1922-10-02,1922,10,2,,26.1,,13.9,,20,,0,,2,,0,,0,,0,,,,,,,
1922-10-03,1922,10,3,,25,,15.6,,20.3,,0,,2.3,,0,,0,,0,,,,,,,
1922-10-04,1922,10,4,,27.2,,10.6,,18.9,,0,,0.9,,0,,0,,0,,,,,,,
1922-10-05,1922,10,5,,28.3,,15,,21.7,,0,,3.7,,0,,0,,0,,,,,,,
1922-10-06,1922,10,6,,23.9,,11.7,,17.8,,0.2,,0,,0,,0,,0,,,,,,,
1922-10-07,1922,10,7,,15.6,,10,,12.8,,5.2,,0,,7.1,,0,,7.1,,,,,,,
1922-10-08,1922,10,8,,10.6,,8.9,,9.8,,8.2,,0,,1.8,,0,,1.8,,,,,,,
1922-10-09,1922,10,9,,14.4,,8.3,,11.4,,6.6,,0,,0,T,0,,0,T,,,,,,
1922-10-10,1922,10,10,,15.6,,11.1,,13.4,,4.6,,0,,5.3,,0,,5.3,,,,,,,
1922-10-11,1922,10,11,,17.8,,8.9,,13.4,,4.6,,0,,2.3,,0,,2.3,,,,,,,
1922-10-12,1922,10,12,,14.4,,3.9,,9.2,,8.8,,0,,1.5,,0,,1.5,,,,,,,
1922-10-13,1922,10,13,,10.6,,-1.7,,4.5,,13.5,,0,,0,,0,,0,,,,,,,
1922-10-14,1922,10,14,,18.3,,7.8,,13.1,,4.9,,0,,0,,0,,0,,,,,,,
1922-10-15,1922,10,15,,15.6,,10,,12.8,,5.2,,0,,0.5,,0,,0.5,,,,,,,
1922-10-16,1922,10,16,,18.9,,7.8,,13.4,,4.6,,0,,0,,0,,0,,,,,,,
1922-10-17,1922,10,17,,13.9,,5.6,,9.8,,8.2,,0,,0,T,0,,0,T,,,,,,
1922-10-18,1922,10,18,,6.1,,0,,3.1,,14.9,,0,,0,,0,T,0,T,,,,,,
1922-10-19,1922,10,19,,12.2,,-1.7,,5.3,,12.7,,0,,0,,0,,0,,,,,,,
1922-10-20,1922,10,20,,4.4,,-3.9,,0.3,,17.7,,0,,0,,0,,0,,,,,,,
1922-10-21,1922,10,21,,11.1,,-3.9,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
1922-10-22,1922,10,22,,17.8,,1.7,,9.8,,8.2,,0,,0,,0,,0,,,,,,,
1922-10-23,1922,10,23,,13.9,,4.4,,9.2,,8.8,,0,,5.1,,0,,5.1,,,,,,,
1922-10-24,1922,10,24,,8.9,,0.6,,4.8,,13.2,,0,,0,,0,,0,,,,,,,
1922-10-25,1922,10,25,,12.8,,6.7,,9.8,,8.2,,0,,0.5,,0,,0.5,,,,,,,
1922-10-26,1922,10,26,,7.2,,0.6,,3.9,,14.1,,0,,0.3,,0,,0.3,,,,,,,
1922-10-27,1922,10,27,,10,,1.1,,5.6,,12.4,,0,,0,,0,,0,,,,,,,
1922-10-28,1922,10,28,,9.4,,-2.2,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
1922-10-29,1922,10,29,,7.2,,-2.2,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
1922-10-30,1922,10,30,,7.8,,-0.6,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
1922-10-31,1922,10,31,,6.1,,-1.7,,2.2,,15.8,,0,,0,,0,,0,,,,,,,
1922-11-01,1922,11,1,,10.6,,-1.1,,4.8,,13.2,,0,,0,,0,,0,,,,,,,
1922-11-02,1922,11,2,,9.4,,5,,7.2,,10.8,,0,,1.3,,0,,1.3,,,,,,,
1922-11-03,1922,11,3,,12.2,,7.8,,10,,8,,0,,0.5,,0,,0.5,,,,,,,
1922-11-04,1922,11,4,,12.2,,10,,11.1,,6.9,,0,,0,,0,,0,,,,,,,
1922-11-05,1922,11,5,,12.2,,7.8,,10,,8,,0,,0,,0,,0,,,,,,,
1922-11-06,1922,11,6,,10,,7.2,,8.6,,9.4,,0,,4.6,,0,,4.6,,,,,,,
1922-11-07,1922,11,7,,13.9,,4.4,,9.2,,8.8,,0,,0,,0,,0,,,,,,,
1922-11-08,1922,11,8,,11.1,,5.6,,8.4,,9.6,,0,,1.8,,0,,1.8,,,,,,,
1922-11-09,1922,11,9,,6.7,,0,,3.4,,14.6,,0,,0,,0,,0,,,,,,,
1922-11-10,1922,11,10,,8.3,,-2.2,,3.1,,14.9,,0,,0,T,0,,0,T,,,,,,
1922-11-11,1922,11,11,,16.1,,5.6,,10.9,,7.1,,0,,1,,0,,1,,,,,,,
1922-11-12,1922,11,12,,11.7,,2.8,,7.3,,10.7,,0,,0,,0,,0,,,,,,,
1922-11-13,1922,11,13,,9.4,,-4.4,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
1922-11-14,1922,11,14,,11.7,,0.6,,6.2,,11.8,,0,,4.3,,0,,4.3,,,,,,,
1922-11-15,1922,11,15,,12.8,,3.9,,8.4,,9.6,,0,,0.3,,0,,0.3,,,,,,,
1922-11-16,1922,11,16,,6.1,,1.1,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
1922-11-17,1922,11,17,,15.6,,2.8,,9.2,,8.8,,0,,0,,0,,0,,,,,,,
1922-11-18,1922,11,18,,9.4,,5,,7.2,,10.8,,0,,6.4,,0,,6.4,,,,,,,
1922-11-19,1922,11,19,,11.1,,6.7,,8.9,,9.1,,0,,3,,0,,3,,,,,,,
1922-11-20,1922,11,20,,7.8,,0.6,,4.2,,13.8,,0,,0,,0,T,0,T,,,,,,
1922-11-21,1922,11,21,,1.7,,-1.1,,0.3,,17.7,,0,,0,,0,T,0,T,,,,,,
1922-11-22,1922,11,22,,2.8,,-2.8,,0,,18,,0,,0,,0.3,,0.3,,,,,,,
1922-11-23,1922,11,23,,5.6,,-0.6,,2.5,,15.5,,0,,0.8,,0,,0.8,,,,,,,
1922-11-24,1922,11,24,,2.8,,-2.8,,0,,18,,0,,0,,0.3,,0.3,,,,,,,
1922-11-25,1922,11,25,,-1.7,,-5.6,,-3.7,,21.7,,0,,0,,1.8,,1.8,,,,,,,
1922-11-26,1922,11,26,,0,,-6.1,,-3.1,,21.1,,0,,0,,5.6,,5.6,,,,,,,
1922-11-27,1922,11,27,,1.7,,-1.7,,0,,18,,0,,0,,5.6,,5.6,,,,,,,
1922-11-28,1922,11,28,,1.7,,-1.7,,0,,18,,0,,0,,0,T,0,T,,,,,,
1922-11-29,1922,11,29,,5.6,,-3.9,,0.9,,17.1,,0,,0,,0,,0,,,,,,,
1922-11-30,1922,11,30,,6.7,,3.3,,5,,13,,0,,0.3,,0,,0.3,,,,,,,
1922-12-01,1922,12,1,,15.6,,2.8,,9.2,,8.8,,0,,0.3,,0,,0.3,,,,,,,
1922-12-02,1922,12,2,,3.9,,-1.7,,1.1,,16.9,,0,,0,,0,T,0,T,,,,,,
1922-12-03,1922,12,3,,9.4,,-0.6,,4.4,,13.6,,0,,0,,0,,0,,,,,,,
1922-12-04,1922,12,4,,6.1,,0,,3.1,,14.9,,0,,1.5,,0,,1.5,,,,,,,
1922-12-05,1922,12,5,,4.4,,-3.3,,0.6,,17.4,,0,,2.3,,0,T,2.3,,,,,,,
1922-12-06,1922,12,6,,-2.8,,-8.3,,-5.6,,23.6,,0,,0,,0,T,0,T,,,,,,
1922-12-07,1922,12,7,,-1.7,,-7.2,,-4.5,,22.5,,0,,0,,3.6,,3.6,,,,,,,
1922-12-08,1922,12,8,,5,,-6.1,,-0.6,,18.6,,0,,6.4,,0,,6.4,,,,,,,
1922-12-09,1922,12,9,,3.3,,-5.6,,-1.2,,19.2,,0,,0,,0,T,0,T,,,,,,
1922-12-10,1922,12,10,,-2.2,,-7.8,,-5,,23,,0,,0,,0,,0,,,,,,,
1922-12-11,1922,12,11,,5,,-5.6,,-0.3,,18.3,,0,,0,T,0,,0,T,,,,,,
1922-12-12,1922,12,12,,6.1,,-10,,-2,,20,,0,,0,,0,T,0,T,,,,,,
1922-12-13,1922,12,13,,-6.1,,-10.6,,-8.4,,26.4,,0,,0,,0,,0,,,,,,,
1922-12-14,1922,12,14,,-3.3,,-8.3,,-5.8,,23.8,,0,,0,,2.8,,2.8,,,,,,,
1922-12-15,1922,12,15,,-3.9,,-9.4,,-6.7,,24.7,,0,,0,,1.8,,1.8,,,,,,,
1922-12-16,1922,12,16,,-0.6,,-11.7,,-6.2,,24.2,,0,,0,,0,,0,,,,,,,
1922-12-17,1922,12,17,,0.6,,-4.4,,-1.9,,19.9,,0,,0,,4.6,,4.6,,,,,,,
1922-12-18,1922,12,18,,-1.1,,-12.8,,-7,,25,,0,,0,,0,T,0,T,,,,,,
1922-12-19,1922,12,19,,-6.7,,-14.4,,-10.6,,28.6,,0,,0,,0,,0,,,,,,,
1922-12-20,1922,12,20,,2.8,,-8.9,,-3.1,,21.1,,0,,0,,0.5,,0.5,,,,,,,
1922-12-21,1922,12,21,,2.8,,-2.2,,0.3,,17.7,,0,,0,,0,,0,,,,,,,
1922-12-22,1922,12,22,,0,,-1.7,,-0.9,,18.9,,0,,0,,1,,1,,,,,,,
1922-12-23,1922,12,23,,1.1,,-2.8,,-0.9,,18.9,,0,,0,T,3,,3,,,,,,,
1922-12-24,1922,12,24,,2.2,,0.6,,1.4,,16.6,,0,,0,,0,,0,,,,,,,
1922-12-25,1922,12,25,,5,,1.1,,3.1,,14.9,,0,,0.5,,0,,0.5,,,,,,,
1922-12-26,1922,12,26,,5.6,,2.2,,3.9,,14.1,,0,,0,,0,,0,,,,,,,
1922-12-27,1922,12,27,,3.9,,-3.9,,0,,18,,0,,0,,0.5,,0.5,,,,,,,
1922-12-28,1922,12,28,,-2.8,,-8.9,,-5.9,,23.9,,0,,0,,12.2,,12.2,,,,,,,
1922-12-29,1922,12,29,,-6.1,,-13.3,,-9.7,,27.7,,0,,0,,0,,0,,,,,,,
1922-12-30,1922,12,30,,0.6,,-9.4,,-4.4,,22.4,,0,,0,,0,,0,,,,,,,
1922-12-31,1922,12,31,,5.6,,-1.7,,2,,16,,0,,3,,0,,3,,,,,,,
1923-01-01,1923,1,1,,5.6,,-0.6,,2.5,,15.5,,0,,0,,0,T,0,T,,,,,,
1923-01-02,1923,1,2,,0,,-2.8,,-1.4,,19.4,,0,,0,,7.6,,7.6,,,,,,,
1923-01-03,1923,1,3,,-1.7,,-7.8,,-4.8,,22.8,,0,,0,,8.1,,8.1,,,,,,,
1923-01-04,1923,1,4,,-3.9,,-11.1,,-7.5,,25.5,,0,,0,,0.5,,0.5,,,,,,,
1923-01-05,1923,1,5,,1.1,,-5.6,,-2.3,,20.3,,0,,0,,2.5,,2.5,,,,,,,
1923-01-06,1923,1,6,,-3.9,,-18.3,,-11.1,,29.1,,0,,0,,0,T,0,T,,,,,,
1923-01-07,1923,1,7,,-4.4,,-18.9,,-11.7,,29.7,,0,,0,,0.5,,0.5,,,,,,,
1923-01-08,1923,1,8,,0.6,,-6.7,,-3.1,,21.1,,0,,0,,0.8,,0.8,,,,,,,
1923-01-09,1923,1,9,,0.6,,-3.9,,-1.7,,19.7,,0,,0,,8.4,,8.4,,,,,,,
1923-01-10,1923,1,10,,-2.2,,-7.8,,-5,,23,,0,,0,,0.3,,0.3,,,,,,,
1923-01-11,1923,1,11,,-7.2,,-12.8,,-10,,28,,0,,0,,19.1,,19.1,,,,,,,
1923-01-12,1923,1,12,,-5.6,,-11.1,,-8.4,,26.4,,0,,0,,1,,1,,,,,,,
1923-01-13,1923,1,13,,-2.8,,-17.2,,-10,,28,,0,,0,,0,,0,,,,,,,
1923-01-14,1923,1,14,,0.6,,-8.3,,-3.9,,21.9,,0,,0,T,8.9,,8.9,,,,,,,
1923-01-15,1923,1,15,,1.7,,-2.2,,-0.3,,18.3,,0,,0,,0.3,,0.3,,,,,,,
1923-01-16,1923,1,16,,0,,-15.6,,-7.8,,25.8,,0,,0,,0.5,,0.5,,,,,,,
1923-01-17,1923,1,17,,-9.4,,-24.4,,-16.9,,34.9,,0,,0,,0,T,0,T,,,,,,
1923-01-18,1923,1,18,,6.1,,-9.4,,-1.7,,19.7,,0,,0,,0,,0,,,,,,,
1923-01-19,1923,1,19,,4.4,,-8.9,,-2.3,,20.3,,0,,0,,2,,2,,,,,,,
1923-01-20,1923,1,20,,3.9,,-6.7,,-1.4,,19.4,,0,,5.3,,0,T,5.3,,,,,,,
1923-01-21,1923,1,21,,3.3,,-4.4,,-0.6,,18.6,,0,,2.5,,0,,2.5,,,,,,,
1923-01-22,1923,1,22,,-2.8,,-10.6,,-6.7,,24.7,,0,,0,,0.5,,0.5,,,,,,,
1923-01-23,1923,1,23,,-4.4,,-12.8,,-8.6,,26.6,,0,,0,,0,,0,,,,,,,
1923-01-24,1923,1,24,,0.6,,-4.4,,-1.9,,19.9,,0,,0,T,6.1,,6.1,,,,,,,
1923-01-25,1923,1,25,,1.1,,-10.6,,-4.8,,22.8,,0,,0,,0,,0,,,,,,,
1923-01-26,1923,1,26,,0,,-11.1,,-5.6,,23.6,,0,,0,,3.3,,3.3,,,,,,,
1923-01-27,1923,1,27,,0,,-10,,-5,,23,,0,,0,,0.3,,0.3,,,,,,,
1923-01-28,1923,1,28,,-5.6,,-11.1,,-8.4,,26.4,,0,,0,,1.8,,1.8,,,,,,,
1923-01-29,1923,1,29,,-4.4,,-11.1,,-7.8,,25.8,,0,,0,,0,,0,,,,,,,
